-1.000000000000000000e+00 -1.000000000000000000e+00 -0.000000000000000000e+00
-1.000000000000000000e+00 -9.333333333333333481e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 -8.666666666666666963e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 -8.000000000000000444e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 -7.333333333333333925e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 -6.666666666666667407e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 -6.000000000000000888e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 -5.333333333333334370e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -4.666666666666667851e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -4.000000000000001332e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -3.333333333333334814e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -2.666666666666668295e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -2.000000000000001776e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -1.333333333333335258e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -6.666666666666687391e-02 0.000000000000000000e+00
-1.000000000000000000e+00 -2.220446049250313081e-16 0.000000000000000000e+00
-1.000000000000000000e+00 6.666666666666642982e-02 0.000000000000000000e+00
-1.000000000000000000e+00 1.333333333333330817e-01 0.000000000000000000e+00
-1.000000000000000000e+00 1.999999999999997335e-01 0.000000000000000000e+00
-1.000000000000000000e+00 2.666666666666663854e-01 0.000000000000000000e+00
-1.000000000000000000e+00 3.333333333333330373e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 3.999999999999996891e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 4.666666666666663410e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 5.333333333333329929e-01 -0.000000000000000000e+00
-1.000000000000000000e+00 5.999999999999996447e-01 0.000000000000000000e+00
-1.000000000000000000e+00 6.666666666666662966e-01 0.000000000000000000e+00
-1.000000000000000000e+00 7.333333333333329485e-01 0.000000000000000000e+00
-1.000000000000000000e+00 7.999999999999996003e-01 0.000000000000000000e+00
-1.000000000000000000e+00 8.666666666666662522e-01 0.000000000000000000e+00
-1.000000000000000000e+00 9.333333333333329040e-01 0.000000000000000000e+00
